0 ( 0.786821 , 0.25048 )
2817 ( 0.393495 , 0.433218 )
2818 ( 0.982525 , 0.697439 )
2819 ( 0.845978 , 0.669915 )
2820 ( 0.767691 , 0.672251 )
2821 ( 0.430141 , 0.147847 )
2822 ( 0.554814 , 0.600404 )
2823 ( 0.142351 , 0.572507 )
2824 ( 0.296645 , 0.503609 )
2825 ( 0.00658498 , 0.971917 )
2826 ( 0.939847 , 0.394734 )
2827 ( 0.0523348 , 0.401664 )
2828 ( 0.702571 , 0.453924 )
2829 ( 0.0665228 , 0.828379 )
2830 ( 0.517335 , 0.694333 )
2831 ( 0.558707 , 0.25475 )
2832 ( 0.905355 , 0.476393 )
2833 ( 0.170604 , 0.820296 )
2834 ( 0.755385 , 0.41307 )
2835 ( 0.979115 , 0.323508 )
2836 ( 0.730481 , 0.98591 )
2837 ( 0.54219 , 0.956453 )
2838 ( 0.643565 , 0.372074 )
2839 ( 0.125102 , 0.673975 )
2840 ( 0.689995 , 0.934083 )
2841 ( 0.582875 , 0.856419 )
2842 ( 0.180837 , 0.794612 )
2843 ( 0.752105 , 0.831284 )
2844 ( 0.91793 , 0.858426 )
2845 ( 0.732236 , 0.962817 )
2846 ( 0.452535 , 0.185124 )
2847 ( 0.543079 , 0.826055 )
2848 ( 0.231139 , 0.213565 )
2849 ( 0.200624 , 0.750664 )
2850 ( 0.97977 , 0.939753 )
2851 ( 0.808906 , 0.0996107 )
2852 ( 0.440876 , 0.735672 )
2853 ( 0.825388 , 0.502709 )
2854 ( 0.574825 , 0.646913 )
2855 ( 0.0391144 , 0.265645 )
2856 ( 0.989751 , 0.147859 )
2857 ( 0.230849 , 0.0565097 )
2858 ( 0.455111 , 0.948106 )
2859 ( 0.440439 , 0.385 )
2860 ( 0.22363 , 0.767301 )
2861 ( 0.598345 , 0.131369 )
2862 ( 0.484079 , 0.854189 )
2863 ( 0.889449 , 0.195644 )
2864 ( 0.884228 , 0.115673 )
2865 ( 0.363854 , 0.367327 )
2866 ( 0.492956 , 0.474451 )
2867 ( 0.36002 , 0.598284 )
2868 ( 0.548741 , 0.804912 )
2869 ( 0.927456 , 0.0814587 )
2870 ( 0.808816 , 0.27555 )
2871 ( 0.592062 , 0.492464 )
2872 ( 0.488448 , 0.237264 )
2873 ( 0.731538 , 0.235319 )
2874 ( 0.472734 , 0.935166 )
2875 ( 0.0204421 , 0.189775 )
2876 ( 0.763623 , 0.657754 )
2877 ( 0.67232 , 0.248186 )
2878 ( 0.844813 , 0.830827 )
2879 ( 0.621888 , 0.0646997 )
2880 ( 0.733738 , 0.0408985 )
2881 ( 0.911225 , 0.0988937 )
2882 ( 0.979851 , 0.0812396 )
2883 ( 0.604689 , 0.868345 )
2884 ( 0.678666 , 0.405991 )
2885 ( 0.852398 , 0.878146 )
2886 ( 0.72291 , 0.727308 )
2887 ( 0.384096 , 0.555547 )
2888 ( 0.0203942 , 0.433065 )
2889 ( 0.0567457 , 0.527495 )
2890 ( 0.87569 , 0.163551 )
2891 ( 0.718786 , 0.895015 )
2892 ( 0.956692 , 0.159121 )
2893 ( 0.1291 , 0.841977 )
2894 ( 0.457428 , 0.202992 )
2895 ( 0.556391 , 0.405394 )
2896 ( 0.456235 , 0.189483 )
2897 ( 0.120164 , 0.794037 )
2898 ( 0.257866 , 0.546825 )
2899 ( 0.224325 , 0.222027 )
2900 ( 0.137822 , 0.430313 )
2901 ( 0.886034 , 0.169249 )
2902 ( 0.0432418 , 0.370688 )
2903 ( 0.871873 , 0.165798 )
2904 ( 0.83964 , 0.600597 )
2905 ( 0.470781 , 0.410692 )
2906 ( 0.95492 , 0.152812 )
2907 ( 0.729322 , 0.0262891 )
2908 ( 0.448094 , 0.655521 )
2909 ( 0.0895155 , 0.526259 )
2910 ( 0.0809385 , 0.138419 )
2911 ( 0.244992 , 0.523208 )
2912 ( 0.961698 , 0.117099 )
2913 ( 0.683573 , 0.367632 )
2914 ( 0.828901 , 0.157172 )
2915 ( 0.228434 , 0.327871 )
2916 ( 0.961816 , 0.0220523 )
2917 ( 0.0684382 , 0.425989 )
2918 ( 0.675796 , 0.346962 )
2919 ( 0.428019 , 0.807177 )
2920 ( 0.386523 , 0.513779 )
2921 ( 0.227965 , 0.384156 )
2922 ( 0.791677 , 0.547684 )
2923 ( 0.57013 , 0.297156 )
2924 ( 0.394391 , 0.121879 )
2925 ( 0.524124 , 0.103115 )
2926 ( 0.355975 , 0.110677 )
2927 ( 0.306025 , 0.653099 )
2928 ( 0.161772 , 0.541941 )
2929 ( 0.582561 , 0.00898776 )
2930 ( 0.618512 , 0.795516 )
2931 ( 0.518232 , 0.622697 )
2932 ( 0.876162 , 0.579467 )
2933 ( 0.234678 , 0.726471 )
2934 ( 0.845743 , 0.329756 )
2935 ( 0.778009 , 0.834493 )
2936 ( 0.0410517 , 0.813002 )
2937 ( 0.299881 , 0.98926 )
2938 ( 0.996093 , 0.391875 )
2939 ( 0.557569 , 0.158534 )
2940 ( 0.406972 , 0.721178 )
2941 ( 0.948883 , 0.70734 )
2942 ( 0.242495 , 0.334505 )
2943 ( 0.994628 , 0.00595283 )
2944 ( 0.629727 , 0.323226 )
2945 ( 0.78311 , 0.287101 )
2946 ( 0.422332 , 0.737693 )
2947 ( 0.77537 , 0.60046 )
2948 ( 0.455244 , 0.278619 )
2949 ( 0.0245252 , 0.168894 )
2950 ( 0.452619 , 0.298172 )
2951 ( 0.919494 , 0.870928 )
2952 ( 0.425077 , 0.392302 )
2953 ( 0.323659 , 0.910324 )
2954 ( 0.934408 , 0.76688 )
2955 ( 0.669013 , 0.644538 )
2956 ( 0.74924 , 0.0301917 )
2957 ( 0.111754 , 0.748558 )
2958 ( 0.959256 , 0.386614 )
2959 ( 0.0345767 , 0.64721 )
2960 ( 0.145637 , 0.657063 )
2961 ( 0.934828 , 0.372087 )
2962 ( 0.322382 , 0.224339 )
2963 ( 0.605501 , 0.309647 )
2964 ( 0.200819 , 0.410466 )
2965 ( 0.849837 , 0.5326 )
2966 ( 0.531512 , 0.309786 )
2967 ( 0.34694 , 0.0870292 )
2968 ( 0.426532 , 0.452097 )
2969 ( 0.282603 , 0.507539 )
2970 ( 0.467993 , 0.306151 )
2971 ( 0.996888 , 0.275573 )
2972 ( 0.842208 , 0.483282 )
2973 ( 0.694823 , 0.536733 )
2974 ( 0.782432 , 0.610136 )
2975 ( 0.335013 , 0.691817 )
2976 ( 0.776019 , 0.351217 )
2977 ( 0.124661 , 0.0904135 )
2978 ( 0.550837 , 0.176884 )
2979 ( 0.130656 , 0.749381 )
2980 ( 0.170091 , 0.0106292 )
2981 ( 0.229628 , 0.87281 )
2982 ( 0.608768 , 0.77297 )
2983 ( 0.719977 , 0.384681 )
2984 ( 0.0719626 , 0.209007 )
2985 ( 0.886804 , 0.203952 )
2986 ( 0.427181 , 0.59508 )
2987 ( 0.833347 , 0.376186 )
2988 ( 0.277702 , 0.639672 )
2989 ( 0.966812 , 0.0739901 )
2990 ( 0.257356 , 0.99173 )
2991 ( 0.35377 , 0.144343 )
2992 ( 0.668453 , 0.733706 )
2993 ( 0.0495159 , 0.988078 )
2994 ( 0.274428 , 0.24653 )
2995 ( 0.719752 , 0.646092 )
2996 ( 0.901199 , 0.493778 )
2997 ( 0.197825 , 0.0217535 )
2998 ( 0.337296 , 0.588039 )
2999 ( 0.994315 , 0.319647 )
3000 ( 0.786821 , 0.25048 )
3001 ( 0.710671 , 0.946668 )
3002 ( 0.0192711 , 0.404902 )
3003 ( 0.251318 , 0.0227124 )
3004 ( 0.520643 , 0.34467 )
3005 ( 0.274196 , 0.561032 )
3006 ( 0.140039 , 0.543856 )
3007 ( 0.521916 , 0.857077 )
3008 ( 0.499774 , 0.41937 )
3009 ( 0.744281 , 0.249168 )
3010 ( 0.239277 , 0.320065 )
3011 ( 0.910501 , 0.164833 )
3012 ( 0.245533 , 0.19832 )
3013 ( 0.715893 , 0.967825 )
3014 ( 0.769432 , 0.0807073 )
3015 ( 0.459925 , 0.257262 )
3016 ( 0.777046 , 0.583883 )
3017 ( 0.9503 , 0.4381 )
3018 ( 0.322289 , 0.532405 )
3019 ( 0.256359 , 0.0455399 )
3020 ( 0.504976 , 0.696239 )
3021 ( 0.0912189 , 0.90712 )
3022 ( 0.0309147 , 0.152036 )
3023 ( 0.98152 , 0.620412 )
3024 ( 0.298767 , 0.361325 )
3025 ( 0.480969 , 0.297847 )
3026 ( 0.285187 , 0.924194 )
3027 ( 0.628902 , 0.755031 )
3028 ( 0.713892 , 0.722758 )
3029 ( 0.069837 , 0.486835 )
3030 ( 0.0888609 , 0.759622 )
3031 ( 0.423817 , 0.596983 )
3032 ( 0.0864162 , 0.272961 )
3033 ( 0.623808 , 0.222135 )
3034 ( 0.225448 , 0.43414 )
3035 ( 0.987307 , 0.21099 )
3036 ( 0.853215 , 0.284114 )
3037 ( 0.836365 , 0.366719 )
3038 ( 0.935147 , 0.859905 )
3039 ( 0.490911 , 0.0220786 )
3040 ( 0.362117 , 0.736445 )
3041 ( 0.519371 , 0.422952 )
3042 ( 0.0290329 , 0.909242 )
3043 ( 0.11218 , 0.980166 )
3044 ( 0.687829 , 0.487331 )
3045 ( 0.735908 , 0.588669 )
3046 ( 0.528452 , 0.455645 )
3047 ( 0.828303 , 0.870392 )
3048 ( 0.49149 , 0.96953 )
3049 ( 0.888796 , 0.138265 )
3050 ( 0.436551 , 0.343911 )
3051 ( 0.118927 , 0.548245 )
3052 ( 0.759026 , 0.0324015 )
3053 ( 0.101607 , 0.586928 )
3054 ( 0.695038 , 0.791824 )
3055 ( 0.849987 , 0.875281 )
3056 ( 0.605491 , 0.953564 )
3057 ( 0.990865 , 0.867071 )
3058 ( 0.644111 , 0.604654 )
3059 ( 0.912689 , 0.466998 )
3060 ( 0.0791418 , 0.904333 )
3061 ( 0.827346 , 0.147311 )
3062 ( 0.80717 , 0.66887 )
3063 ( 0.138648 , 0.672333 )
3064 ( 0.832426 , 0.956864 )
3065 ( 0.629748 , 0.355726 )
3066 ( 0.323224 , 0.0633181 )
3067 ( 0.28054 , 0.256984 )
3068 ( 0.0875155 , 0.0736188 )
3069 ( 0.100668 , 0.13069 )
3070 ( 0.627886 , 0.311976 )
3071 ( 0.951291 , 0.972835 )
3072 ( 0.201725 , 0.72612 )
3073 ( 0.676285 , 0.567179 )
3074 ( 0.718358 , 0.210137 )
3075 ( 0.746571 , 0.748943 )
3076 ( 0.894202 , 0.116882 )
3077 ( 0.654266 , 0.0265524 )
3078 ( 0.285751 , 0.611837 )
3079 ( 0.365701 , 0.281168 )
3080 ( 0.71123 , 0.868726 )
3081 ( 0.122479 , 0.887004 )
3082 ( 0.595384 , 0.795094 )
3083 ( 0.567172 , 0.988584 )
3084 ( 0.96275 , 0.506296 )
3085 ( 0.79339 , 0.719541 )
3086 ( 0.402188 , 0.116003 )
3087 ( 0.831381 , 0.341087 )
3088 ( 0.811923 , 0.236615 )
3089 ( 0.934162 , 0.458105 )
3090 ( 0.85286 , 0.74979 )
3091 ( 0.369665 , 0.644393 )
3092 ( 0.5898 , 0.843262 )
3093 ( 0.00570613 , 0.186586 )
3094 ( 0.297123 , 0.338689 )
3095 ( 0.725961 , 0.994564 )
3096 ( 0.901857 , 0.767029 )
3097 ( 0.128813 , 0.279316 )
3098 ( 0.128372 , 0.888838 )
3099 ( 0.805795 , 0.400797 )
3100 ( 0.527364 , 0.297175 )
3101 ( 0.917667 , 0.812785 )
3102 ( 0.517831 , 0.600164 )
3103 ( 0.833823 , 0.477926 )
3104 ( 0.329163 , 0.59225 )
3105 ( 0.826142 , 0.467029 )
3106 ( 0.266564 , 0.8075 )
3107 ( 0.127923 , 0.367725 )
3108 ( 0.0195539 , 0.124018 )
3109 ( 0.161771 , 0.434842 )
3110 ( 0.691681 , 0.0859536 )
3111 ( 0.987139 , 0.618904 )
3112 ( 0.371176 , 0.236674 )
3113 ( 0.158937 , 0.0368732 )
3114 ( 0.0994404 , 0.683944 )
3115 ( 0.952125 , 0.787105 )
3116 ( 0.235788 , 0.36401 )
3117 ( 0.362999 , 0.934142 )
3118 ( 0.998865 , 0.200986 )
3119 ( 0.552795 , 0.697382 )
3120 ( 0.692114 , 0.0861154 )
3121 ( 0.358345 , 0.286332 )
3122 ( 0.09432 , 0.943607 )
3123 ( 0.472191 , 0.519763 )
3124 ( 0.152076 , 0.387434 )
3125 ( 0.0989368 , 0.165289 )
3126 ( 0.583937 , 0.473452 )
3127 ( 0.649411 , 0.544445 )
3128 ( 0.31606 , 0.931878 )
3129 ( 0.989908 , 0.777137 )
3130 ( 0.225179 , 0.790953 )
3131 ( 0.0439639 , 0.384338 )
3132 ( 0.66992 , 0.30109 )
3133 ( 0.321522 , 0.113724 )
3134 ( 0.690941 , 0.33019 )
3135 ( 0.798766 , 0.782775 )
3136 ( 0.00717771 , 0.751891 )
3137 ( 0.399689 , 0.420477 )
3138 ( 0.205705 , 0.700266 )
3139 ( 0.776293 , 0.141306 )
3140 ( 0.170088 , 0.748577 )
3141 ( 0.771515 , 0.91358 )
3142 ( 0.559647 , 0.125406 )
3143 ( 0.756531 , 0.311554 )
3144 ( 0.725176 , 0.370268 )
3145 ( 0.00443744 , 0.0951238 )
3146 ( 0.745415 , 0.602823 )
3147 ( 0.815662 , 0.200414 )
3148 ( 0.832282 , 0.0555534 )
3149 ( 0.129493 , 0.372524 )
3150 ( 0.960691 , 0.573825 )
3151 ( 0.590795 , 0.523856 )
3152 ( 0.0941685 , 0.277405 )
3153 ( 0.915303 , 0.569106 )
3154 ( 0.104138 , 0.414354 )
3155 ( 0.613573 , 0.0742729 )
3156 ( 0.367357 , 0.187052 )
3157 ( 0.50963 , 0.428071 )
3158 ( 0.775391 , 0.0152459 )
3159 ( 0.521955 , 0.0561426 )
3160 ( 0.0509637 , 0.697087 )
3161 ( 0.114006 , 0.0634439 )
3162 ( 0.356116 , 0.531008 )
3163 ( 0.198587 , 0.636769 )
3164 ( 0.293188 , 0.527771 )
3165 ( 0.234415 , 0.489904 )
3166 ( 0.580879 , 0.188345 )
3167 ( 0.314094 , 0.720755 )
3168 ( 0.395352 , 0.590133 )
3169 ( 0.579444 , 0.937673 )
3170 ( 0.740409 , 0.242226 )
3171 ( 0.519523 , 0.113886 )
3172 ( 0.207918 , 0.633606 )
3173 ( 0.140093 , 0.118415 )
3174 ( 0.962899 , 0.590951 )
3175 ( 0.972132 , 0.802339 )
3176 ( 0.880038 , 0.0923789 )
3177 ( 0.156734 , 0.979988 )
3178 ( 0.128101 , 0.320076 )
3179 ( 0.908874 , 0.474761 )
3180 ( 0.200951 , 0.810924 )
3181 ( 0.521725 , 0.558256 )
3182 ( 0.307231 , 0.370185 )
3183 ( 0.568274 , 0.728632 )
3184 ( 0.654764 , 0.311207 )
3185 ( 0.7543 , 0.911216 )
3186 ( 0.998629 , 0.893327 )
3187 ( 0.779626 , 0.693481 )
3188 ( 0.358894 , 0.651893 )
3189 ( 0.000327772 , 0.909052 )
3190 ( 0.559026 , 0.0390328 )
3191 ( 0.349181 , 0.535271 )
3192 ( 0.862113 , 0.409707 )
3193 ( 0.95554 , 0.492911 )
3194 ( 0.841278 , 0.0163063 )
3195 ( 0.746042 , 0.168979 )
3196 ( 0.254931 , 0.781072 )
3197 ( 0.971619 , 0.404979 )
3198 ( 0.198655 , 0.955518 )
3199 ( 0.832431 , 0.257456 )
3200 ( 0.608284 , 0.256963 )
3201 ( 0.900794 , 0.532793 )
3202 ( 0.487119 , 0.790322 )
3203 ( 0.596801 , 0.878028 )
3204 ( 0.581417 , 0.249421 )
3205 ( 0.0781677 , 0.102809 )
3206 ( 0.359711 , 0.401213 )
3207 ( 0.871441 , 0.596828 )
3208 ( 0.740887 , 0.0504178 )
3209 ( 0.428222 , 0.424487 )
3210 ( 0.297382 , 0.924365 )
3211 ( 0.394662 , 0.57688 )
3212 ( 0.685165 , 0.66794 )
3213 ( 0.547968 , 0.880587 )
3214 ( 0.463175 , 0.611199 )
3215 ( 0.587855 , 0.800913 )
3216 ( 0.0303706 , 0.316831 )
3217 ( 0.66517 , 0.464039 )
3218 ( 0.661278 , 0.549357 )
3219 ( 0.503932 , 0.588149 )
3220 ( 0.976944 , 0.550525 )
3221 ( 0.570519 , 0.903292 )
3222 ( 0.052365 , 0.481792 )
3223 ( 0.851882 , 0.0909839 )
3224 ( 0.599137 , 0.788752 )
3225 ( 0.111787 , 0.496585 )
3226 ( 0.0221698 , 0.870505 )
3227 ( 0.193483 , 0.505807 )
3228 ( 0.0637689 , 0.608395 )
3229 ( 0.504267 , 0.578479 )
3230 ( 0.222165 , 0.466376 )
3231 ( 0.276202 , 0.974275 )
3232 ( 0.924414 , 0.0857647 )
3233 ( 0.651191 , 0.87611 )
3234 ( 0.13779 , 0.246939 )
3235 ( 0.457222 , 0.618934 )
3236 ( 0.263458 , 0.214676 )
3237 ( 0.0450919 , 0.831223 )
3238 ( 0.877945 , 0.628726 )
3239 ( 0.304855 , 0.624383 )
3240 ( 0.224083 , 0.318291 )
3241 ( 0.0915762 , 0.685024 )
3242 ( 0.804414 , 0.0282853 )
3243 ( 0.156149 , 0.4538 )
3244 ( 0.806745 , 0.0718277 )
3245 ( 0.818365 , 0.239676 )
3246 ( 0.780919 , 0.201672 )
3247 ( 0.0221841 , 0.520758 )
3248 ( 0.500025 , 0.0103248 )
3249 ( 0.662279 , 0.132566 )
3250 ( 0.251147 , 0.71475 )
3251 ( 0.313727 , 0.558087 )
3252 ( 0.227199 , 0.232667 )
3253 ( 0.887737 , 0.467508 )
3254 ( 0.829917 , 0.509431 )
3255 ( 0.365758 , 0.74988 )
3256 ( 0.380525 , 0.542421 )
3257 ( 0.224702 , 0.235979 )
3258 ( 0.486476 , 0.0237956 )
3259 ( 0.118464 , 0.458976 )
3260 ( 0.656539 , 0.64082 )
3261 ( 0.589712 , 0.637551 )
3262 ( 0.226868 , 0.993688 )
3263 ( 0.0600218 , 0.00430347 )
3264 ( 0.496747 , 0.180076 )
3265 ( 0.200237 , 0.329565 )
3266 ( 0.618056 , 0.198204 )
3267 ( 0.0940731 , 0.219158 )
3268 ( 0.689118 , 0.515012 )
3269 ( 0.829321 , 0.531601 )
3270 ( 0.576843 , 0.946657 )
3271 ( 0.239331 , 0.805169 )
3272 ( 0.82826 , 0.348768 )
3273 ( 0.180081 , 0.617491 )
3274 ( 0.625022 , 0.559929 )
3275 ( 0.890589 , 0.971805 )
3276 ( 0.0382358 , 0.439389 )
3277 ( 0.83667 , 0.201379 )
3278 ( 0.293695 , 0.425389 )
3279 ( 0.435041 , 0.121113 )
3280 ( 0.869584 , 0.544856 )
3281 ( 0.79858 , 0.505264 )
3282 ( 0.812773 , 0.226578 )
3283 ( 0.485052 , 0.797712 )
3284 ( 0.14189 , 0.26119 )
3285 ( 0.195309 , 0.79577 )
3286 ( 0.398691 , 0.0245672 )
3287 ( 0.85549 , 0.650536 )
3288 ( 0.812641 , 0.754257 )
3289 ( 0.772611 , 0.0830819 )
3290 ( 0.557455 , 0.939198 )
3291 ( 0.858129 , 0.413172 )
3292 ( 0.579084 , 0.100147 )
3293 ( 0.166222 , 0.793292 )
3294 ( 0.830731 , 0.792946 )
3295 ( 0.777096 , 0.668374 )
3296 ( 0.782017 , 0.269266 )
3297 ( 0.614568 , 0.503781 )
3298 ( 0.986548 , 0.175454 )
3299 ( 0.198392 , 0.281124 )
3300 ( 0.0987145 , 0.276656 )
3301 ( 0.876922 , 0.85107 )
3302 ( 0.375626 , 0.418755 )
3303 ( 0.82545 , 0.564425 )
3304 ( 0.148727 , 0.42923 )
3305 ( 0.498453 , 0.442933 )
3306 ( 0.153426 , 0.398656 )
3307 ( 0.955961 , 0.461605 )
3308 ( 0.315445 , 0.462783 )
3309 ( 0.158304 , 0.228017 )
3310 ( 0.83865 , 0.456873 )
3311 ( 0.313689 , 0.842813 )
3312 ( 0.668395 , 0.301274 )
3313 ( 0.963796 , 0.949445 )
3314 ( 0.964296 , 0.929713 )
3315 ( 0.00523035 , 0.292288 )
3316 ( 0.721641 , 0.0115287 )
3317 ( 0.922741 , 0.614552 )
3318 ( 0.49556 , 0.849068 )
3319 ( 0.426122 , 0.753475 )
3320 ( 0.725405 , 0.807112 )
3321 ( 0.482061 , 0.81877 )
3322 ( 0.296046 , 0.0998681 )
3323 ( 0.238789 , 0.757397 )
3324 ( 0.939234 , 0.818204 )
3325 ( 0.110429 , 0.881345 )
3326 ( 0.574123 , 0.515558 )
3327 ( 0.778193 , 0.96102 )
3328 ( 0.31726 , 0.829222 )
3329 ( 0.823076 , 0.903807 )
3330 ( 0.757264 , 0.503499 )
3331 ( 0.444595 , 0.373858 )
3332 ( 0.96694 , 0.987285 )
3333 ( 0.736685 , 0.59787 )
3334 ( 0.367233 , 0.659913 )
3335 ( 0.696496 , 0.462343 )
3336 ( 0.0769521 , 0.799977 )
3337 ( 0.31973 , 0.427997 )
3338 ( 0.676035 , 0.086843 )
3339 ( 0.818349 , 0.498686 )
3340 ( 0.16328 , 0.661052 )
3341 ( 0.19819 , 0.126635 )
3342 ( 0.805169 , 0.0531367 )
3343 ( 0.857263 , 0.0429127 )
3344 ( 0.398371 , 0.827364 )
3345 ( 0.829606 , 0.456753 )
3346 ( 0.856602 , 0.762972 )
3347 ( 0.610263 , 0.72657 )
3348 ( 0.359206 , 0.795906 )
3349 ( 0.241334 , 0.310326 )
3350 ( 0.811645 , 0.622407 )
3351 ( 0.935215 , 0.0996625 )
3352 ( 0.065452 , 0.491876 )
3353 ( 0.750185 , 0.272157 )
3354 ( 0.0699211 , 0.871387 )
3355 ( 0.154424 , 0.323832 )
3356 ( 0.166497 , 0.698676 )
3357 ( 0.278478 , 0.371656 )
3358 ( 0.732351 , 0.168493 )
3359 ( 0.626001 , 0.446057 )
3360 ( 0.0301436 , 0.0700159 )
3361 ( 0.663758 , 0.0151172 )
3362 ( 0.857562 , 0.925277 )
3363 ( 0.980462 , 0.017112 )
3364 ( 0.16023 , 0.747241 )
3365 ( 0.069936 , 0.899506 )
3366 ( 0.913913 , 0.0486698 )
3367 ( 0.734044 , 0.0587445 )
3368 ( 0.075168 , 0.830635 )
3369 ( 0.932468 , 0.0204567 )
3370 ( 0.0489925 , 0.320763 )
3371 ( 0.782106 , 0.396422 )
3372 ( 0.878506 , 0.129988 )
3373 ( 0.4213 , 0.250935 )
3374 ( 0.586234 , 0.096566 )
3375 ( 0.436277 , 0.776577 )
3376 ( 0.0166563 , 0.980579 )
3377 ( 0.338049 , 0.248066 )
3378 ( 0.645227 , 0.621577 )
3379 ( 0.0715725 , 0.387573 )
3380 ( 0.931525 , 0.568896 )
3381 ( 0.832211 , 0.367929 )
3382 ( 0.252768 , 0.496346 )
3383 ( 0.874716 , 0.992265 )
3384 ( 0.510477 , 0.789609 )
3385 ( 0.0849481 , 0.344483 )
3386 ( 0.967671 , 0.577878 )
3387 ( 0.949746 , 0.633073 )
3388 ( 0.0953233 , 0.866855 )
3389 ( 0.607965 , 0.651146 )
3390 ( 0.56634 , 0.124984 )
3391 ( 0.869768 , 0.662669 )
3392 ( 0.893492 , 0.59432 )
3393 ( 0.940496 , 0.689586 )
3394 ( 0.882346 , 0.528521 )
3395 ( 0.264466 , 0.194975 )
3396 ( 0.0677825 , 0.369203 )
3397 ( 0.195069 , 0.664288 )
3398 ( 0.677981 , 0.30248 )
3399 ( 0.52997 , 0.13327 )
3400 ( 0.452568 , 0.386046 )
3401 ( 0.66295 , 0.923583 )
3402 ( 0.242903 , 0.11142 )
3403 ( 0.108224 , 0.881989 )
3404 ( 0.113165 , 0.857862 )
3405 ( 0.139198 , 0.0386098 )
3406 ( 0.4843 , 0.736449 )
3407 ( 0.0470179 , 0.411109 )
3408 ( 0.183098 , 0.917315 )
3409 ( 0.875 , 0.661774 )
3410 ( 0.0892393 , 0.0871171 )
3411 ( 0.721181 , 0.682393 )
3412 ( 0.758243 , 0.270645 )
3413 ( 0.393752 , 0.281885 )
3414 ( 0.491221 , 0.780639 )
3415 ( 0.311426 , 0.557962 )
3416 ( 0.0933125 , 0.901797 )
3417 ( 0.631902 , 0.200916 )
3418 ( 0.710648 , 0.855578 )
3419 ( 0.897181 , 0.463618 )
3420 ( 0.514068 , 0.524292 )
3421 ( 0.590519 , 0.868409 )
3422 ( 0.449748 , 0.972465 )
3423 ( 0.339617 , 0.100356 )
3424 ( 0.447349 , 0.0151045 )
3425 ( 0.936987 , 0.103953 )
3426 ( 0.227367 , 0.328141 )
3427 ( 0.966538 , 0.92906 )
3428 ( 0.688564 , 0.859319 )
3429 ( 0.836418 , 0.0592269 )
3430 ( 0.614714 , 0.321358 )
3431 ( 0.856489 , 0.420638 )
3432 ( 0.359514 , 0.0795336 )
3433 ( 0.468066 , 0.0881119 )
3434 ( 0.608119 , 0.467594 )
3435 ( 0.93764 , 0.845989 )
3436 ( 0.0900997 , 0.928457 )
3437 ( 0.453015 , 0.104001 )
3438 ( 0.128509 , 0.855836 )
3439 ( 0.29623 , 0.619364 )
3440 ( 0.3573 , 0.513898 )
3441 ( 0.822518 , 0.420276 )
3442 ( 0.998312 , 0.936939 )
3443 ( 0.66978 , 0.0344313 )
3444 ( 0.292531 , 0.192599 )
3445 ( 0.768058 , 0.684523 )
3446 ( 0.854314 , 0.0881964 )
3447 ( 0.504723 , 0.33857 )
3448 ( 0.380808 , 0.185804 )
3449 ( 0.159051 , 0.116618 )
3450 ( 0.62557 , 0.744052 )
3451 ( 0.40652 , 0.557868 )
3452 ( 0.35805 , 0.857129 )
3453 ( 0.123159 , 0.194848 )
3454 ( 0.929677 , 0.470506 )
3455 ( 0.736109 , 0.384446 )
3456 ( 0.205188 , 0.229644 )
3457 ( 0.461236 , 0.395753 )
3458 ( 0.671387 , 0.677233 )
3459 ( 0.396541 , 0.451296 )
3460 ( 0.282391 , 0.144114 )
3461 ( 0.288337 , 0.898571 )
3462 ( 0.545617 , 0.228349 )
3463 ( 0.81209 , 0.908432 )
3464 ( 0.125668 , 0.601216 )
3465 ( 0.241475 , 0.873487 )
3466 ( 0.340464 , 0.522225 )
3467 ( 0.219186 , 0.304525 )
3468 ( 0.318581 , 0.66582 )
3469 ( 0.62556 , 0.380891 )
3470 ( 0.178851 , 0.670812 )
3471 ( 0.366398 , 0.856115 )
3472 ( 0.949059 , 0.660923 )
3473 ( 0.746307 , 0.335429 )
3474 ( 0.0311836 , 0.213662 )
3475 ( 0.678637 , 0.261225 )
3476 ( 0.160372 , 0.20306 )
3477 ( 0.531147 , 0.842607 )
3478 ( 0.026376 , 0.574249 )
3479 ( 0.345297 , 0.488311 )
3480 ( 0.964161 , 0.80036 )
3481 ( 0.977625 , 0.897562 )
3482 ( 0.132121 , 0.55199 )
3483 ( 0.00409965 , 0.33216 )
3484 ( 0.607957 , 0.673116 )
3485 ( 0.0839241 , 0.579516 )
3486 ( 0.591511 , 0.926536 )
3487 ( 0.712971 , 0.648809 )
3488 ( 0.394729 , 0.915221 )
3489 ( 0.894589 , 0.187267 )
3490 ( 0.320536 , 0.288948 )
3491 ( 0.458179 , 0.33693 )
3492 ( 0.541202 , 0.0831488 )
3493 ( 0.611127 , 0.0481479 )
3494 ( 0.683051 , 0.565713 )
3495 ( 0.267408 , 0.822183 )
3496 ( 0.346773 , 0.770275 )
3497 ( 0.356546 , 0.0649215 )
3498 ( 0.95343 , 0.819984 )
3499 ( 0.00312662 , 0.552573 )
3500 ( 0.160807 , 0.668796 )
3501 ( 0.116363 , 0.965521 )
3502 ( 0.986854 , 0.921771 )
3503 ( 0.715216 , 0.535523 )
3504 ( 0.88656 , 0.656295 )
3505 ( 0.802863 , 0.727943 )
3506 ( 0.66369 , 0.773608 )
3507 ( 0.48508 , 0.260232 )
3508 ( 0.802097 , 0.118491 )
